번호,시도,시군구명,개방서비스명,개방서비스ID,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지지번주소,소재지도로명주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,경도,위도,의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자
1938,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120054200028041100004,20050720,,1,영업/정상,13,영업중,,,,,033-642-8030,,210776,강원도 강릉시 옥천동 189번지 씨네몰(5층),강원도 강릉시 경강로 2120 (옥천동),25541,세원마취통증의원,2.02002E+13,U,40:00.0,의원,128.8980635,37.75291369,의원,2,0,0,160.26,109 105 120,재활의학과  정형외과  마취통증의학과,,,,0,0,,,0,
1939,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120084200028041100003,20080328,,1,영업/정상,13,영업중,,20201201,20210228,,033-642-7588,,210060,강원도 강릉시 송정동 17-13,강원도 강릉시 팔송길 32  1층 (송정동),25559,자운영한의원,2.02104E+13,U,40:00.0,한의원,128.89575,37.75041349,한의원,1,0,0,194.67,301 302 303 306 305 308 307 304,한방안·이비인후·피부과  사상체질과  침구과  한방신경정신과  한방재활의학과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
1940,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120084200028041100004,20080416,,1,영업/정상,13,영업중,,,,,033-641-8214,,,,강원도 강릉시 노가니길 31 (노암동),25591,강남의원,2.01902E+13,U,40:00.0,의원,128.9011872,37.74494263,의원,1,0,0,188,101 104 111 113 114 115,비뇨의학과  피부과  이비인후과  소아청소년과  외과  내과,,,,0,0,,,0,
1941,강원도,강릉시,의원,01_01_02_P,4200000,PHMA119664200028041100001,19660314,,1,영업/정상,13,영업중,,,,,033-644-4992,,,,강원도 강릉시 임영로163번길 24-8  갈바리의원 (홍제동),25528,갈바리의원,2.02108E+13,U,40:00.0,의원,128.8881269,37.75276614,의원,10,8,10,1452,101 122,내과  가정의학과,,,,0,0,,,0,
1942,강원도,강릉시,의원,01_01_02_P,4200000,PHMA119664200028041100002,19660511,,1,영업/정상,13,영업중,,,,,033-648-4042,,210080,강원도 강릉시 임당동 154번지 1호,강원도 강릉시 임영로 142-1 (임당동),25533,동원한의원,2.02012E+13,U,40:00.0,한의원,128.8915629,37.75127216,한의원,1,0,0,71.9,301,한방내과,,,,0,0,,,0,
1943,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120064200028041100007,20061128,,1,영업/정상,13,영업중,,,,,033-655-7171,,,강원도 강릉시 임당동 83번지 1호,강원도 강릉시 경강로 2089  2층 (임당동),25532,강릉속편한내과의원,2.02003E+13,U,40:00.0,의원,128.8948869,37.75182017,의원,3,0,0,311.53,101,내과,,,,0,0,,,0,
1944,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120064200028041100009,20061228,,1,영업/정상,13,영업중,,,,,033-655-0700,,210080,강원도 강릉시 임당동 112번지 1호 문선빌딩3층,강원도 강릉시 경강로 2109  3층 (임당동  문선빌딩),25532,김재권내과의원,2.01709E+13,I,59:59.0,의원,128.896419,37.75306144,의원,1,0,0,237.63,101,내과,,,,0,0,,,0,
1945,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120074200028041100001,20070221,,1,영업/정상,13,영업중,,,,,033-646-1054,,,,강원도 강릉시 경강로 2109  2층 (임당동  문선빌딩),25532,거북이한의원,2.02003E+13,U,40:00.0,한의원,128.896419,37.75306144,한의원,1,0,0,235.06,301 302 303 304,한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
1946,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120074200028041100002,20070323,,1,영업/정상,13,영업중,,,,,033-645-6110,,210924,강원도 강릉시 교동 1886번지 11호,강원도 강릉시 솔올로5번길 12-7  3층 (교동),25515,경희부부한의원,2.02012E+13,U,40:00.0,한의원,128.8755205,37.76066535,한의원,1,0,0,153.6,301 302 303 304,한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
1947,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120074200028041100004,20070425,,1,영업/정상,13,영업중,,,,,033-655-0030,,,,강원도 강릉시 경강로 2109  2층 (임당동  문선빌딩),25532,화인비뇨기과의원,2.02003E+13,U,40:00.0,의원,128.896419,37.75306144,의원,1,0,0,131.34,114 115,비뇨의학과  피부과,,,,0,0,,,0,
1948,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120074200028041100005,20070514,,1,영업/정상,13,영업중,,,,,033-641-8904,,210080,강원도 강릉시 임당동 116번지 4호,강원도 강릉시 경강로 2108  2층 (임당동),25540,상쾌한이비인후과의원,2.02011E+13,U,40:00.0,의원,128.8968058,37.75241557,의원,2,0,0,212.88,113 101 111 105 114 122 112 108,성형외과  안과  가정의학과  피부과  정형외과  소아청소년과  내과  이비인후과,,,,0,0,,,0,
1949,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120074200028041100006,20070608,,1,영업/정상,13,영업중,,,,,033-648-7271,,,강원도 강릉시 임당동 112번지 1호 문선빌딩 4층,강원도 강릉시 경강로 2109  4층 (임당동  문선빌딩),25532,도담도담소아청소년과의원,2.02002E+13,U,40:00.0,의원,128.896419,37.75306144,의원,1,0,0,306,111,소아청소년과,,,,0,0,,,0,
1950,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120074200028041100007,20070727,,1,영업/정상,13,영업중,,,,,033-652-2275,,210938,강원도 강릉시 입암동 708번지 1호,강원도 강릉시 성덕포남로 53  204호 (입암동  모닝프라자),25615,미소치과의원,2.0201E+13,U,40:00.0,치과의원,128.9183537,37.75677239,치과의원,1,0,0,129.12,401,치과,,,,0,0,,,0,
1951,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120074200028041100009,20070927,,1,영업/정상,13,영업중,,,,,033-653-8828,,,,강원도 강릉시 성덕포남로 66 (입암동),25576,성덕한의원,2.01711E+13,I,59:59.0,한의원,128.9179784,37.75798889,한의원,1,0,0,226.25,301 302 303 304,한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
1952,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120074200028041100010,20071004,,1,영업/정상,13,영업중,,,,,033-655-0231,,,,강원도 강릉시 금성로22번길 4  2층 201호 (금학동),25540,은행나무한의원,2.0211E+13,U,40:00.0,한의원,128.8974182,37.75147481,한의원,1,0,0,160.99,301 302 303 304 308,침구과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
1953,강원도,강릉시,의원,01_01_02_P,4200000,PHMA119684200028041100002,19680608,,1,영업/정상,13,영업중,,,,,033-662-2735,,210801,강원도 강릉시 주문진읍 교항리 193번지 5호,강원도 강릉시 주문진읍 주문로 49,25414,진생한의원,2.02102E+13,U,40:00.0,한의원,128.8248658,37.88553702,한의원,1,0,0,131.8,301,한방내과,,,,0,0,,,0,
1954,강원도,강릉시,의원,01_01_02_P,4200000,PHMA119724200028041100001,19720403,,1,영업/정상,13,영업중,,,,,033-648-3511,,,,강원도 강릉시 경강로2119번길 5-1 (옥천동),25531,경희한의원,2.02012E+13,U,40:00.0,한의원,128.8971662,37.75369121,한의원,1,0,0,140.4,301,한방내과,,,,0,0,,,0,
1955,강원도,강릉시,의원,01_01_02_P,4200000,PHMA119744200028041100001,19740508,,1,영업/정상,13,영업중,,,,,033-648-5256,,210920,강원도 강릉시 교2동 146번지 4호,강원도 강릉시 강릉대로 242 (교동),25551,염한의원,2.02012E+13,U,40:00.0,한의원,128.8960162,37.75675105,한의원,1,0,0,274.46,301,한방내과,,,,0,0,,,0,
1956,강원도,강릉시,의원,01_01_02_P,4200000,PHMA119754200028041100001,19750404,,1,영업/정상,13,영업중,,,,,033-648-4838,,210080,강원도 강릉시 임당동 40번지 1호,강원도 강릉시 문화의길 14-1 (임당동),25532,정치과의원,2.02011E+13,U,40:00.0,치과의원,128.8937959,37.7525051,치과의원,1,0,0,148,401,치과,,,,0,0,,,0,
1957,강원도,강릉시,의원,01_01_02_P,4200000,PHMA119794200028041100001,19790122,,1,영업/정상,13,영업중,,,,,033-648-9005,,,,강원도 강릉시 문화의길 18 (임당동),25532,신생한의원,2.02012E+13,U,40:00.0,한의원,128.8934987,37.75277927,한의원,1,0,0,92,301,한방내과,,,,0,0,,,0,
1958,강원도,강릉시,의원,01_01_02_P,4200000,PHMA119804200028041100001,19800101,,1,영업/정상,13,영업중,,,,,033-660-2470,,,,강원도 강릉시 옥계면 현내중길 8,25634,옥계보건지소,2.02002E+13,U,40:00.0,보건지소,129.0339116,37.60622134,보건지소,3,0,0,350.79,,,,,,0,0,,,0,
1959,강원도,강릉시,의원,01_01_02_P,4200000,PHMA119814200028041100001,19810108,,1,영업/정상,13,영업중,,,,,033-648-4230,,210921,강원도 강릉시 교2동 136번지 3호,강원도 강릉시 옥가로 53-1 (교동),25551,공내과의원,2.02002E+13,U,40:00.0,의원,128.8992618,37.75840592,의원,1,0,0,175.5,101,내과,,,,0,0,,,0,
1960,강원도,강릉시,의원,01_01_02_P,4200000,PHMA119814200028041100002,19810225,,3,폐업,3,폐업,20201228,20201201,20201231,,033-662-3881,,210808,강원도 강릉시 주문진읍 주문리 324번지 1호,강원도 강릉시 주문진읍 주문로 81,25414,대동의원,2.02012E+13,U,40:00.0,의원,128.8252928,37.88872798,의원,1,0,0,270,101 104 105,정형외과  외과  내과,,,,0,0,,,0,
1961,강원도,강릉시,의원,01_01_02_P,4200000,PHMA119814200028041100003,19810801,,1,영업/정상,13,영업중,,,,,033-640-4428,,,,강원도 강릉시 성산면 구산길 20,25450,성산보건지소,2.02002E+13,U,40:00.0,보건지소,128.8323684,37.71893285,보건지소,2,0,0,399,,,,,,0,0,,,0,
1962,강원도,강릉시,의원,01_01_02_P,4200000,PHMA119824200028041100001,19820217,,1,영업/정상,13,영업중,,,,,033-660-3052,,,,강원도 강릉시 남부로17번길 38 (내곡동),25604,강릉시보건소,2.02002E+13,U,40:00.0,보건소,128.882202,37.74001595,보건소,14,0,0,3267.12,,,,,,0,0,,,0,
1963,강원도,강릉시,의원,01_01_02_P,4200000,PHMA119824200028041100003,19821001,,1,영업/정상,13,영업중,,,,,033-648-5942,,,강원도 강릉시 강동면 임곡리 225-11번지,강원도 강릉시 강동면 임곡로 738,25629,임곡보건진료소,2.02002E+13,U,40:00.0,보건진료소,128.9732449,37.68825414,보건진료소,1,0,0,153.9,603,보건진료소,,,,0,0,,,0,
1964,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120124200028041100004,20120828,,1,영업/정상,13,영업중,,,,,033-662-6200,,,,강원도 강릉시 임영로116번길 3 (성내동),25539,노승현경희한의원,2.02003E+13,U,40:00.0,한의원,128.8935741,37.74937925,한의원,1,0,0,230.32,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
1965,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120124200028041100005,20120907,,1,영업/정상,13,영업중,,,,,033-643-7114,,210922,강원도 강릉시  723번지 7호,강원도 강릉시 율곡로 2982-6 (교동),25490,세가온산부인과의원,2.01905E+13,U,40:00.0,의원,128.8918195,37.76544621,의원,11,20,29,1704.91,110 111 115 109 101,내과  마취통증의학과  비뇨의학과  소아청소년과  산부인과,,,,0,0,,,0,
1966,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120124200028041100006,20120921,,1,영업/정상,13,영업중,,,,,033-648-8075,,,,강원도 강릉시 토성로 125-1 (용강동),25528,사임당 한의원,2.01907E+13,U,40:00.0,한의원,128.8899778,37.75155536,한의원,1,0,0,115.7,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
1967,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120124200028041100007,20121031,,1,영업/정상,13,영업중,,,,,033-646-2048,,210933,강원도 강릉시 옥천동 330번지 3호,강원도 강릉시 옥가로 56 (옥천동),25552,용한의원,2.01804E+13,I,59:59.0,한의원,128.8997736,37.75840628,한의원,1,0,0,155,301 304 307 302 305 308 303 306,한방재활의학과  한방소아과  침구과  한방신경정신과  한방부인과  사상체질과  한방안·이비인후·피부과  한방내과,,,,0,0,,,0,
1968,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120124200028041100008,20121127,,1,영업/정상,13,영업중,,,,,033-644-7528,,210924,,강원도 강릉시 솔올로 25 (교동),25515,아라치과의원,2.02104E+13,U,40:00.0,치과의원,128.8770162,37.76141077,치과의원,2,0,0,184,401,치과,,,,0,0,,,0,
1969,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120134200028041100002,20130426,,1,영업/정상,13,영업중,,,,,033-643-7711,,,,강원도 강릉시 경강로 2110  4층 (임당동  동아빌딩),25540,햇살정신건강의학과의원,2.02001E+13,U,40:00.0,의원,128.8970545,37.75254825,의원,1,0,0,112.32,103,정신건강의학과,,,,0,0,,,0,
1970,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120134200028041100003,20130503,,1,영업/정상,13,영업중,,,,,033-642-7528,,210713,강원도 강릉시 포남동 1193번지 1호,강원도 강릉시 하평길 56  2층 (포남동  우호빌딩),25568,굿모닝치과의원,2.01907E+13,U,40:00.0,치과의원,128.9140979,37.766944,치과의원,1,0,0,231,401,치과,,,,0,0,,,0,
1971,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120144200028041100013,20141113,,1,영업/정상,13,영업중,,,,,033-645-7875,,210080,강원도 강릉시 임당동 85번지 6호,강원도 강릉시 경강로 2093  4층 (임당동),25532,이튼튼치과의원,2.02012E+13,U,40:00.0,치과의원,128.8951869,37.75194752,치과의원,1,0,0,124.98,401,치과,,,,0,0,,,0,
1972,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120144200028041100014,20141106,,1,영업/정상,13,영업중,,,,,033-642-2879,,210924,,강원도 강릉시 교동광장로 115  3층 (교동),25512,아이조은치과의원,2.02005E+13,U,40:00.0,치과의원,128.8769171,37.76215083,치과의원,1,0,0,183.38,401,치과,,,,0,0,,,0,
1973,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120144200028041100016,20141119,,1,영업/정상,13,영업중,,,,,033-648-8114,,,,강원도 강릉시 옥가로 21  4 5층 (옥천동),25551,아이앤맘산부인과의원,2.02003E+13,U,40:00.0,의원,128.898312,37.7555978,의원,8,10,10,1127.84,110,산부인과,,,,0,0,,,0,
1974,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120144200028041100018,20141203,,1,영업/정상,13,영업중,,,,,033-655-2875,,210080,강원도 강릉시 임당동 112번지 1호,강원도 강릉시 경강로 2109  2층 (임당동  문선빌딩),25532,참사랑치과의원,2.01907E+13,U,40:00.0,치과의원,128.896419,37.75306144,치과의원,2,0,0,260.56,411 410 409 408 407 406 405 404 403 402,구강악안면외과  치과보철과  치과교정과  소아치과  치주과  치과보존과  구강내과  영상치의학과  구강병리과  예방치과,,,,0,0,,,0,
1975,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120144200028041100019,20141203,,1,영업/정상,13,영업중,,,,,033-648-2875,,210080,강원도 강릉시 임당동 112번지 1호,강원도 강릉시 경강로 2109  3층 (임당동  문선빌딩),25532,뉴사랑심는치과의원,2.02012E+13,U,40:00.0,치과의원,128.896419,37.75306144,치과의원,3,0,0,352,411 410 409 408 407 406 405 404 403 402,구강악안면외과  치과보철과  치과교정과  소아치과  치주과  치과보존과  구강내과  영상치의학과  구강병리과  예방치과,,,,0,0,,,0,
1976,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120154200028041100001,20150227,,1,영업/정상,13,영업중,,,,,033-643-2827,,210933,강원도 강릉시 옥천동 283번지,강원도 강릉시 옥가로 21  2층 (옥천동  지산빌딩),25551,아이앤맘어린이치과의원,2.02002E+13,U,40:00.0,치과의원,128.898312,37.7555978,치과의원,1,0,0,166.5,211,치과,,,,0,0,,,0,
1977,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120154200028041100002,20150316,,1,영업/정상,13,영업중,,,,,033-655-7585,,,,강원도 강릉시 율곡로 2791  1층 (성남동),25542,중앙한의원,2.02108E+13,U,40:00.0,한의원,128.9003072,37.75128072,한의원,1,0,0,95.8,308 306 305 304 303 302 301,한방내과  한방부인과  한방소아과  한방안·이비인후·피부과  한방신경정신과  한방재활의학과  침구과,,,,0,0,,,0,
1978,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120174200028041100004,20170525,,1,영업/정상,13,영업중,,,,,033-646-2875,,,강원도 강릉시 금학동 71번지,강원도 강릉시 금성로 58 (금학동),25539,미시간치과의원,2.01902E+13,U,40:00.0,치과의원,128.8943662,37.7492659,치과의원,1,0,0,120,411 410 409 408 407 406 405 404 403 402,구강악안면외과  치과보철과  치과교정과  소아치과  치주과  치과보존과  구강내과  영상치의학과  구강병리과  예방치과,,,,0,0,,,0,
1979,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120134200028041100006,20130904,,1,영업/정상,13,영업중,,,,,033-662-2931,,210120,강원도 강릉시 초당동 371번지 12호,강원도 강릉시 주문진읍 주문로 77,25414,연세신경외과의원,2.02104E+13,U,40:00.0,의원,128.9107074,37.78948195,의원,2,0,0,130,106 109 105 102,신경과  정형외과  마취통증의학과  신경외과,,,,0,0,,,0,
1980,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120134200028041100007,20131104,,1,영업/정상,13,영업중,,,,,033-653-7178,,,,강원도 강릉시 연당길 78 (초당동),25469,맑은샘가정의학과의원,2.01812E+13,U,40:00.0,의원,128.9147158,37.78180502,의원,2,0,0,95,101 104 105 111 113 114 122 126,예방의학과  가정의학과  피부과  이비인후과  소아청소년과  정형외과  외과  내과,,,,0,0,,,0,
1981,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120164200028041100005,20160610,,1,영업/정상,13,영업중,,,,,033-641-1253,,,,강원도 강릉시 금성로22번길 8  2 3층 (금학동),25540,서울에이스정형외과의원,2.02109E+13,U,40:00.0,의원,128.8971261,37.75177901,의원,4,0,0,496.49,105 106 109 120,정형외과  신경외과  마취통증의학과  재활의학과,,,,0,0,,,0,
1982,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120164200028041100008,20161004,,1,영업/정상,13,영업중,,,,,033-648-2571,,,,강원도 강릉시 경강로 2110  3층 (임당동  동아빌딩),25540,홍현일내과의원,2.01709E+13,I,59:59.0,의원,128.8970545,37.75254825,의원,2,0,0,197.23,101,내과,,,,0,0,,,0,
1983,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120164200028041100009,20161103,,3,폐업,3,폐업,20200430,,,,033-651-8275,,,,강원도 강릉시 하평길 21  2층 (포남동),25566,좋은하루내과의원,2.02004E+13,U,40:00.0,의원,128.9103488,37.76767318,의원,2,0,0,153,122 120 114 113 109 105 102 101,내과  신경과  정형외과  마취통증의학과  이비인후과  피부과  재활의학과  가정의학과,,,,0,0,,,0,
1984,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120144200028041100002,20140428,,1,영업/정상,13,영업중,,,,,033-648-0212,,,,강원도 강릉시 경강로 2092 (금학동),25540,강릉바른이치과의원,2.01901E+13,U,40:00.0,치과의원,128.895331,37.75157989,치과의원,1,0,0,133.9,401,치과,,,,0,0,,,0,
1985,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120144200028041100003,20140515,,1,영업/정상,13,영업중,,,,,033-644-2782,,210080,강원도 강릉시 임당동 116번지 4호,강원도 강릉시 경강로 2108  4층 (임당동),25540,이지마취통증의학과의원,2.0211E+13,U,40:00.0,의원,128.8968058,37.75241557,의원,1,1,1,212.88,109 105 120 106,신경외과  재활의학과  정형외과  마취통증의학과,,,,0,0,,,0,
1986,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120144200028041100005,20140529,,1,영업/정상,13,영업중,,,,,033-655-7528,,210933,강원도 강릉시 옥천동 154번지 4호,강원도 강릉시 옥가로7번길 2  1층 (옥천동),25551,참조은장치과의원,2.02002E+13,U,40:00.0,치과의원,128.8982188,37.75479062,치과의원,1,0,0,172,401,치과,,,,0,0,,,0,
1987,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120144200028041100007,20140724,,1,영업/정상,13,영업중,,,,,033-661-7582,,,강원도 강릉시 주문진읍 주문리 334번지 4호,강원도 강릉시 주문진읍 항구로 48  미르빌딩 2층,25414,열린문한의원,2.02002E+13,U,40:00.0,한의원,128.8254712,37.88948687,한의원,1,0,0,126,301 308 302 304 303 307 306,한방재활의학과  사상체질과  한방소아과  한방안·이비인후·피부과  한방부인과  침구과  한방내과,,,,0,0,,,0,
1988,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120144200028041100008,20140812,,1,영업/정상,13,영업중,,,,,033-647-9966,,210938,강원도 강릉시 입암동 708번지 3호,강원도 강릉시 성덕포남로 45-8  2층 203호 (입암동  덕양빌딩),25615,경희기운찬한의원,2.02007E+13,U,40:00.0,한의원,128.918777,37.75644187,한의원,1,0,0,123.74,301 306 302 303 304,한방내과  한방부인과  한방소아과  한방안·이비인후·피부과  한방재활의학과,,,,0,0,,,0,
1989,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120144200028041100009,20140822,,1,영업/정상,13,영업중,,,,,033-645-7512,,,,강원도 강릉시 옥가로 21  3 7층 (옥천동),25551,아이앤맘소아청소년과의원,2.02108E+13,U,40:00.0,의원,128.898312,37.7555978,의원,16,14,24,1190.84,111,소아청소년과,,,,0,0,,,0,
1990,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120144200028041100010,20140826,,1,영업/정상,13,영업중,,,,,033-646-5522,,,,강원도 강릉시 옥가로 21  2층 (옥천동),25551,임수빈신경과의원,2.02003E+13,U,40:00.0,의원,128.898312,37.7555978,의원,1,0,0,119.58,102 103,정신건강의학과  신경과,,,,0,0,,,0,
1991,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120144200028041100011,20141020,,3,폐업,3,폐업,20200923,,,,033-655-8575,,,,강원도 강릉시 율곡로 2791 (성남동),25542,이화의원,2.02009E+13,U,40:00.0,의원,128.9003072,37.75128072,의원,1,0,0,137,101 104 105 109 111 114,피부과  소아청소년과  마취통증의학과  정형외과  외과  내과,,,,0,0,,,0,
1992,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120144200028041100012,20141028,,1,영업/정상,13,영업중,,,,,033-534-1680,,,,강원도 강릉시 옥계면 현내시장길 71,25634,옥계한의원,2.02104E+13,U,40:00.0,한의원,129.0361047,37.60922423,한의원,1,0,0,66.5,301 304 307 308 305 302 303 306 309,한방내과  한방부인과  한방소아과  한방안·이비인후·피부과  한방신경정신과  한방재활의학과  사상체질과  침구과  한방응급과,,,,0,0,,,0,
1993,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120164200028041100010,20161104,,1,영업/정상,13,영업중,,,,,033-644-2131,,,,강원도 강릉시 교동광장로 105  3층 (교동),25512,아산마취통증의학과의원,2.01902E+13,U,40:00.0,의원,128.8758339,37.76229495,의원,1,0,0,265.42,109,마취통증의학과,,,,0,0,,,0,
1994,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120174200028041100008,20171120,,1,영업/정상,13,영업중,,,,,033-655-7582,,,강원도 강릉시 임당동 112번지 1호,강원도 강릉시 경강로 2109  6층 (임당동),25532,연세마디의원,2.02011E+13,U,40:00.0,의원,128.896419,37.75306144,의원,1,0,0,277,122 109,마취통증의학과  가정의학과,,,,0,0,,,0,
1995,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120174200028041100009,20171121,,1,영업/정상,13,영업중,,,,,033-643-8882,,,강원도 강릉시 노암동 664번지 2호,강원도 강릉시 남부로 147  2층 (노암동),25594,미소한의원,2.01712E+13,I,59:59.0,한의원,128.896071,37.74013926,한의원,1,0,0,171.38,308 307 306 305 304 303 302 301,한방내과  한방부인과  한방소아과  한방안·이비인후·피부과  한방신경정신과  한방재활의학과  사상체질과  침구과,,,,0,0,,,0,
1996,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120174200028041100010,20171204,,1,영업/정상,13,영업중,,,,,033-645-7588,,,강원도 강릉시 임당동 141번지 1호,강원도 강릉시 경강로 2075  3층 (임당동),25533,강릉바른정형외과의원,2.0211E+13,U,40:00.0,의원,128.8936728,37.75103985,의원,1,0,0,256.8,120 114 113 111 109 108 107 106 105 104 102 101,내과  신경과  외과  정형외과  신경외과  흉부외과  성형외과  마취통증의학과  소아청소년과  이비인후과  피부과  재활의학과,,,,0,0,,,0,
1997,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120184200028041100001,20180205,,1,영업/정상,13,영업중,,,,,033-655-2275,,,,강원도 강릉시 선수촌로 77 (홍제동),25522,스마일치과의원,2.02001E+13,U,40:00.0,치과의원,128.86936,37.75504545,치과의원,1,0,0,159,402 403 404 405 406 407 408 409 410 411 412,구강악안면외과  치과보철과  치과교정과  소아치과  치주과  치과보존과  구강내과  영상치의학과  구강병리과  예방치과  통합치의학과,,,,0,0,,,0,
1998,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120184200028041100002,20180314,,1,영업/정상,13,영업중,,,,,033-644-3456,,,강원도 강릉시 유천동 756번지 3호,강원도 강릉시 선수촌로 130  2층 (유천동),25458,지앤박치과의원,2.02109E+13,U,40:00.0,치과의원,128.8697838,37.7598479,치과의원,1,0,0,285.23,411 410 409 408 407 406 405 404 403 402,구강악안면외과  치과보철과  치과교정과  소아치과  치주과  치과보존과  구강내과  영상치의학과  구강병리과  예방치과,,,,0,0,,,0,
1999,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120174200028041100005,20170526,,1,영업/정상,13,영업중,,,,,033-643-1075,,,강원도 강릉시 홍제동 120번지,강원도 강릉시 토성로61번길 7  1층 (홍제동),25536,홍제부부한의원,2.02104E+13,U,40:00.0,한의원,128.8835527,37.7489352,한의원,2,0,0,208.21,308 307 306 305 304 303 302 301,한방내과  한방부인과  한방소아과  한방안·이비인후·피부과  한방신경정신과  한방재활의학과  사상체질과  침구과,,,,0,0,,,0,
2000,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120154200028041100004,20150603,,1,영업/정상,13,영업중,,,,,033-652-3075,,,,강원도 강릉시 연당길 78 (초당동),25469,맑은샘한의원,2.02104E+13,U,40:00.0,한의원,128.9147158,37.78180502,한의원,1,0,0,135,304 302 301 303 306 308 307,사상체질과  침구과  한방재활의학과  한방소아과  한방내과  한방부인과  한방안·이비인후·피부과,,,,0,0,,,0,
2001,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120174200028041100001,20170117,,1,영업/정상,13,영업중,,,,,033-655-7522,,,,강원도 강릉시 솔올로5번길 40  3층 (교동),25515,연세재활의학과의원,2.02103E+13,U,40:00.0,의원,128.875032,37.76117149,의원,3,0,0,332.68,120 109 105,정형외과  마취통증의학과  재활의학과,,,,0,0,,,0,
2002,강원도,강릉시,의원,01_01_02_P,4200000,PHMA120174200028041100002,20170201,,1,영업/정상,13,영업중,,,,,033-646-0182,,,강원도 강릉시 임당동 114번지 2호,강원도 강릉시 경강로 2110  3층 (임당동),25540,청플러스비뇨기과의원,2.01709E+13,I,59:59.0,의원,128.8970545,37.75254825,의원,1,0,0,141.24,115,비뇨의학과,,,,0,0,,,0,
