번호,시도,시군구명,개방서비스명,개방서비스ID,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지지번주소,소재지도로명주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,경도,위도,위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총종업원수,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
648,강원도,춘천시,제과점영업,07_22_18_P,4180000,4180000-121-2014-00008,20140630,,03,폐업,02,폐업,20190514,,,,033 255 4575,67.40,200943,강원도 춘천시 퇴계동 1143-2번지,강원도 춘천시 효자로14번길 15  1층 (퇴계동),24370,카페빅퇴계점(춘천지역자활센터),20190514161645,U,2019-05-16 02:40:00.0,제과점영업,127.72765130508348,37.862474263754606,제과점영업,,,주택가주변,,상수도전용,,,,,,,,,N,67.4,,,
649,강원도,춘천시,제과점영업,07_22_18_P,4180000,4180000-121-2014-00010,20140704,,03,폐업,02,폐업,20180116,,,,033 255 2170,32.69,200956,강원도 춘천시 후평동 701-12번지 102호,강원도 춘천시 후석로326번길 5  1층 102호 (후평동),24299,퐁듀(후평점),20180116100615,I,2018-08-31 23:59:59.0,제과점영업,127.7493656021143,37.87772767831035,제과점영업,,,기타,,상수도전용,,,,,,,,,N,32.69,,,
650,강원도,춘천시,제과점영업,07_22_18_P,4180000,4180000-121-2014-00011,20140704,,03,폐업,02,폐업,20171214,,,,,10.80,200112,강원도 춘천시 소양로2가 183번지 e-편한아파트 상가동,강원도 춘천시 서부대성로 33  상가동 (소양로2가  e-편한아파트),24269,케익나라(e편한점),20171214161448,I,2018-08-31 23:59:59.0,제과점영업,127.72620076307587,37.8826944004259,제과점영업,,,주택가주변,,상수도전용,,,,,,,,,N,10.8,,,
923,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2003-00002,20030402,,03,폐업,02,폐업,20180212,,,,033  5328761,48.12,240812,강원도 동해시 천곡동 941번지 매트로마트 상가내 113 114 115호,강원도 동해시 동굴로 147  113 114호 (천곡동),25770,매트로베이커리,20180212163625,I,2018-08-31 23:59:59.0,제과점영업,129.11896547786816,37.51704422872642,제과점영업,0,0,기타,,상수도전용,,,,,,,,,N,48.12,,,
924,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2003-00003,20030507,,03,폐업,02,폐업,20080324,,,,5211180,54.00,240190,강원도 동해시 쇄운동 1-8번지  동회동86-8번지,,,프레세르,20030614000000,I,2018-08-31 23:59:59.0,제과점영업,,,제과점영업,0,0,아파트지역,,상수도전용,,,,,,,,,N,54,,,
925,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2003-00004,20030722,,03,폐업,02,폐업,20071023,,,,,58.73,240809,강원도 동해시 천곡동 1060-2번지 번지  센트로빌상가 113호,,,크라운베이커리센트로빌점,20031002000000,I,2018-08-31 23:59:59.0,제과점영업,129.11147031779404,37.51773113111232,제과점영업,0,0,아파트지역,,상수도전용,,,,,,,,,N,58.73,,,
926,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2003-00005,20030724,,03,폐업,02,폐업,20080327,,,,033 5336789,61.92,240809,강원도 동해시 천곡동 1061번지 번지  골든타워 102호,,,스마일제과1호점,20041206000000,I,2018-08-31 23:59:59.0,제과점영업,129.11292659265624,37.519092570568745,제과점영업,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,N,61.92,,,
927,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00011,20010828,,03,폐업,02,폐업,20080902,,,,033 5327947,36.74,240804,강원도 동해시 발한동 19번지,,,크라운베이커리,20010828000000,I,2018-08-31 23:59:59.0,제과점영업,,,제과점영업,0,0,,,상수도전용,,,,,,,,,N,36.74,,,
928,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00012,20010828,,03,폐업,02,폐업,20180830,,,,033 5338816,113.58,240809,강원도 동해시 천곡동 1052-14번지 1층,강원도 동해시 한섬로 23  1층 (천곡동),25766,정인근베이커리,20180830170436,I,2018-08-31 23:59:59.0,제과점영업,129.10572309103534,37.51715345198531,제과점영업,0,0,,,상수도전용,,,,,,,,,N,113.58,,,
929,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00013,20010829,,03,폐업,02,폐업,20111209,,,,033 5215436,32.13,240180,강원도 동해시 동회동 442번지,강원도 동해시 청운로 78  27 28호 (동회동  대동상가),25807,크라운베이커리 동해대동점,20111118112456,I,2018-08-31 23:59:59.0,제과점영업,129.10517041153213,37.48448627783455,제과점영업,0,0,,,상수도전용,,,,,,,,,N,32.13,,,
930,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00015,20010829,,03,폐업,02,폐업,20141231,,,,033 5355377,79.54,240041,강원도 동해시 발한동 6-8번지   7-9  5-18번지,강원도 동해시 중앙시장길 2-1 (발한동),25715,모닝베이커리,20120125152634,I,2018-08-31 23:59:59.0,제과점영업,129.10883489507867,37.54760921556037,제과점영업,0,0,,,상수도전용,,,,,,,,,N,79.54,,,
931,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00016,20010829,,03,폐업,02,폐업,20191227,,,,033 5329545,34.32,240041,강원도 동해시 발한동 702-37번지,강원도 동해시 발한로 183 (발한동),25721,홈베이커리,20191227161933,U,2019-12-29 02:40:00.0,제과점영업,129.10604241983543,37.54447191407505,제과점영업,0,0,,,상수도전용,,,,,,,,,N,34.32,,,
932,강원도,정선군,제과점영업,07_22_18_P,4290000,4290000-121-1978-00001,19781122,,03,폐업,02,폐업,20080102,,,,033591 3029,33.55,233815,강원도 정선군 고한읍 고한리 0번지 19통,,,태극당,20010914000000,I,2018-08-31 23:59:59.0,제과점영업,,,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,33.55,,,
933,강원도,정선군,제과점영업,07_22_18_P,4290000,4290000-121-1985-00008,19851026,,03,폐업,02,폐업,20051109,,,,033 5922127,54.17,233903,강원도 정선군 사북읍 사북리 0번지 8통6반,,,제네바과자점,20010914000000,I,2018-08-31 23:59:59.0,제과점영업,,,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,54.17,,,
934,강원도,정선군,제과점영업,07_22_18_P,4290000,4290000-121-1993-00002,19930429,,03,폐업,02,폐업,20060203,,,,033 5926869,,233901,강원도 정선군 사북읍 사북리 369-25번지 3통,,,빵굽는마을,20030819000000,I,2018-08-31 23:59:59.0,제과점영업,128.81750579907342,37.224061870294776,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,0,,,
935,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00020,20010830,,03,폐업,02,폐업,20080617,,,,033 5358037,128.82,240810,강원도 동해시 천곡동 1074-1번지,,,롯데리아,20010830000000,I,2018-08-31 23:59:59.0,제과점영업,129.11297065107738,37.51970807327663,제과점영업,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,N,128.82,,,
936,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00021,20010830,,03,폐업,02,폐업,20090309,,,,033 5321709,18.87,240802,강원도 동해시 발한동 297-6번지,,,묵호빵집,20010830000000,I,2018-08-31 23:59:59.0,제과점영업,129.1072544477732,37.54798370799631,제과점영업,0,0,,,상수도전용,,,,,,,,,N,18.87,,,
937,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00022,20010830,,03,폐업,02,폐업,20051025,,,,033 5336209,12.61,240812,강원도 동해시 천곡동 942번지,,,메종브레드,20010830000000,I,2018-08-31 23:59:59.0,제과점영업,129.11951630492158,37.51720799246688,제과점영업,0,0,,,상수도전용,,,,,,,,,N,12.61,,,
938,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00023,20010830,,03,폐업,02,폐업,20161028,,,,033 5336789,54.12,240290,강원도 동해시 이도동 276번지,강원도 동해시 이원길 177 (이도동),25818,스마일베이커리피자투어,20120427154734,I,2018-08-31 23:59:59.0,제과점영업,129.11138294819713,37.477227311732335,제과점영업,0,0,아파트지역,,상수도전용,,,,,,,,,N,54.12,,,
939,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00024,20010704,,03,폐업,02,폐업,20111007,,,,033 5212555,51.63,240290,강원도 동해시 이도동 276번지   288-4  277  726-21번지,,,가나안명가이도점,20050701000000,I,2018-08-31 23:59:59.0,제과점영업,129.11138294819713,37.477227311732335,제과점영업,0,0,,,상수도전용,,,,,,,,,N,51.63,,,
940,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00026,20010829,,03,폐업,02,폐업,20090309,,,,,29.77,240290,강원도 동해시 이도동 155번지,,,도나피자,20081013141156,I,2018-08-31 23:59:59.0,제과점영업,129.11101996914516,37.475450085884205,제과점영업,0,0,,,상수도전용,,,,,,,,,N,29.77,,,
941,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00027,20010830,,03,폐업,02,폐업,20080117,,,,033 5353082,129.96,240810,강원도 동해시 천곡동 1085-1번지,,,도미노피자동해점,20071224101734,I,2018-08-31 23:59:59.0,제과점영업,129.10580602385664,37.522447540942395,제과점영업,0,0,,,상수도전용,,,,,,,,,N,129.96,,,
942,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00028,20010830,,03,폐업,02,폐업,20080321,,,,033 5225443,44.65,240160,강원도 동해시 효가동 176-5번지,,,피자피자동해점,20010830000000,I,2018-08-31 23:59:59.0,제과점영업,129.10916677957835,37.491689084583946,제과점영업,0,0,,,상수도전용,,,,,,,,,N,44.65,,,
943,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2010-00003,20100818,,03,폐업,02,폐업,20100927,,,,033 533 3958,6.00,240812,강원도 동해시 천곡동 831번지 이마트동해점 1층 (4-2호),,,(주)조선호텔베이커리동해점행사매장,20100818150710,I,2018-08-31 23:59:59.0,제과점영업,129.1164702555323,37.521118933553566,제과점영업,,,,,,,,,,,,,,N,6,,,
944,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2010-00004,20101206,,03,폐업,02,폐업,20101215,,,,,3.70,240812,강원도 동해시 천곡동 831번지,,,(주)조선호텔베이커리 데이앤데이 동해점2,20101206143938,I,2018-08-31 23:59:59.0,제과점영업,129.1164702555323,37.521118933553566,제과점영업,,,기타,,상수도전용,,,,,,,,,N,3.7,,,
945,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2011-00001,20110303,,03,폐업,02,폐업,20151209,,,,033 5323532,82.36,240810,강원도 동해시 천곡동 1077-10번지 삼양타워3차 102 103호,강원도 동해시 한섬로 61-15  102 103호 (천곡동  삼양타워3차),25761,빚은 강원동해점,20140430143317,I,2018-08-31 23:59:59.0,제과점영업,129.11108800641045,37.518377939131504,제과점영업,,,기타,,상수도전용,,,,,,,,,N,82.36,,,
946,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2011-00002,20110516,,03,폐업,02,폐업,20110617,,,,,6.00,240812,강원도 동해시 천곡동 831번지 (주)이마트동해점 1층,,,(주)조선호텔베이커리(와플),20110516160035,I,2018-08-31 23:59:59.0,제과점영업,129.1164702555323,37.521118933553566,제과점영업,,,,,,,,,,,,,,N,6,,,
947,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2011-00004,20110629,,03,폐업,02,폐업,20110721,,,,033 5333958,1.08,240812,강원도 동해시 천곡동 831번지 번지 이마트동해점 1층,,,(주)조선호텔베이커리(도넛),20110629165341,I,2018-08-31 23:59:59.0,제과점영업,129.1164702555323,37.521118933553566,제과점영업,,,기타,,상수도전용,,,,,,,,,N,1.08,,,
948,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2011-00005,20110630,,03,폐업,02,폐업,20150416,,,,033 5210285,30.24,240190,강원도 동해시 쇄운동 109-3번지,강원도 동해시 효자남길 27-6 (쇄운동),25807,맘스베이킹,20140430143908,I,2018-08-31 23:59:59.0,제과점영업,129.10574165136552,37.485932618459415,제과점영업,,,학교정화(상대),,상수도전용,,,,,,,,,N,30.24,,,
949,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2004-00002,20040414,,03,폐업,02,폐업,20090309,,,,033 5326253,39.85,240806,강원도 동해시 송정동 811-1번지 번지,,,빵굽는마을,20040414000000,I,2018-08-31 23:59:59.0,제과점영업,129.12600271337524,37.493311714152156,제과점영업,0,0,주택가주변,,상수도전용,,,,,,,,,N,39.85,,,
950,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2004-00003,20040910,,03,폐업,02,폐업,20080411,,,,033 5322175,27.88,240812,강원도 동해시 천곡동 964-9번지,,,피자칩,20050609000000,I,2018-08-31 23:59:59.0,제과점영업,129.11734005578433,37.51355944332163,제과점영업,0,0,,,상수도전용,,,,,,,,,N,27.88,,,
951,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2005-00001,20051122,,03,폐업,02,폐업,20071121,,,,033 5321709,96.00,240041,강원도 동해시 발한동 39-16.20.21번지,,,청포도과자점,20051122000000,I,2018-08-31 23:59:59.0,제과점영업,,,제과점영업,0,0,,,상수도전용,,,,,,,,,N,96,,,
952,강원도,정선군,제과점영업,07_22_18_P,4290000,4290000-121-2005-00005,20050520,,03,폐업,02,폐업,20070809,,,,033 5639060,33.88,233804,강원도 정선군 정선읍 봉양리 338-6번지,강원도 정선군 정선읍 정선로 1343-1,26130,샌드데이,20131216170925,I,2018-08-31 23:59:59.0,제과점영업,128.66271834281764,37.37705292573739,제과점영업,0,1,기타,,상수도전용,,,,,,,,,N,33.88,,,
953,강원도,정선군,제과점영업,07_22_18_P,4290000,4290000-121-2002-00006,20021127,,03,폐업,02,폐업,20090130,,,,033 5639790,29.04,233872,강원도 정선군 임계면 송계리 770-4번지,,,명일베이커리,20021127000000,I,2018-08-31 23:59:59.0,제과점영업,,,제과점영업,1,1,기타,기타,상수도전용,,,,,,,,,N,29.04,,,
954,강원도,정선군,제과점영업,07_22_18_P,4290000,4290000-121-2004-00001,20040419,,03,폐업,02,폐업,20090420,,,,033 5634334,26.52,233804,강원도 정선군 정선읍 봉양리 324-28번지,,,크라운베이커리,20071211202813,I,2018-08-31 23:59:59.0,제과점영업,,,제과점영업,,,,,상수도전용,,,,,,,,,N,26.52,,,
955,강원도,정선군,제과점영업,07_22_18_P,4290000,4290000-121-2004-00005,20040823,,03,폐업,02,폐업,20090120,,,,033 5623697,33.81,233851,강원도 정선군 북평면 북평리 684-2번지,,,빵뜨락,20040823000000,I,2018-08-31 23:59:59.0,제과점영업,,,제과점영업,1,1,기타,,상수도전용,,,,,,,,,N,33.81,,,
956,강원도,정선군,제과점영업,07_22_18_P,4290000,4290000-121-2006-00001,20060213,,03,폐업,02,폐업,20120601,,,,033 5925188,58.20,233901,강원도 정선군 사북읍 사북리 294-14번지,,,봉쥬르,20110223163632,I,2018-08-31 23:59:59.0,제과점영업,128.82484845520125,37.220484641537965,제과점영업,0,0,,,상수도전용,,0,0,0,0,,0,0,N,58.2,,,
957,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2006-00001,20060201,,03,폐업,02,폐업,20091127,,,,033 5219945,46.00,240180,강원도 동해시 동회동 81번지 태화마트,,,태화베이커리,20060810000000,I,2018-08-31 23:59:59.0,제과점영업,129.1082074263101,37.48519397122096,제과점영업,0,0,아파트지역,기타,상수도전용,,,,,,,,,N,46,,,
958,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2006-00002,20060912,,03,폐업,02,폐업,20091120,,,,033 5330436,57.74,240804,강원도 동해시 발한동 18-1번지 1층,,,스마일베이커리발한점,20060912000000,I,2018-08-31 23:59:59.0,제과점영업,129.10815115116142,37.54675373833034,제과점영업,,,,,,,,,,,,,,N,57.74,,,
959,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2006-00003,20061010,,03,폐업,02,폐업,20090213,,,,533,66.50,240809,강원도 동해시 천곡동 485-20번지 신웅빌딩 101호,,,굿모닝베이커리,20080411110219,I,2018-08-31 23:59:59.0,제과점영업,129.1012911479529,37.52496438737782,제과점영업,0,0,,,상수도전용,,,,,,,,,N,66.5,,,
960,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2007-00001,20070402,,03,폐업,02,폐업,20130304,,,,,57.27,240815,강원도 동해시 부곡동 126-1번지 삼정상가(아)상가 201-4호,강원도 동해시 임항로 55  201-4호 (부곡동  삼정상가(아)상가),25730,행복한빵아저씨,20120811112155,I,2018-08-31 23:59:59.0,제과점영업,129.1071297624137,37.536309766729204,제과점영업,,,,,상수도전용,,,,,,,,,N,57.27,,,
961,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2009-00001,20090722,,03,폐업,02,폐업,20090824,,,,033 5333958,3.00,240010,강원도 동해시 천곡동 831번지  E마트내 1층,,,(주)조선호텔베이커리 데이앤데이 동해점2,20090722130057,I,2018-08-31 23:59:59.0,제과점영업,129.1164702555323,37.521118933553566,제과점영업,,,기타,,상수도전용,,,,,,,,,N,3,,,
962,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2009-00003,20091109,,03,폐업,02,폐업,20091129,,,,033 5333958,6.00,240812,강원도 동해시 천곡동 831번지 동해이마트 1층,,,(주)조선호텔베이커리데이앤데이동해2호점,20091216105015,I,2018-08-31 23:59:59.0,제과점영업,129.1164702555323,37.521118933553566,제과점영업,1,,기타,,상수도전용,,,,,,,,,N,6,,,
963,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2009-00004,20091127,,03,폐업,02,폐업,20141231,,,,033 5355234,36.54,240809,강원도 동해시 천곡동 1058-16번지,강원도 동해시 한섬로 59 (천곡동),25766,천곡베이커리,20111121100514,I,2018-08-31 23:59:59.0,제과점영업,129.10980359880662,37.5173558424156,제과점영업,1,,주택가주변,,상수도전용,,,,,,,,,N,36.54,,,
964,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2010-00001,20100311,,03,폐업,02,폐업,20110620,,,,033 533 9905,34.94,240810,강원도 동해시 천곡동 1079-2번지,,,빵굽는하루,20100311151636,I,2018-08-31 23:59:59.0,제과점영업,129.10871699198523,37.52139889714107,제과점영업,,,,,,,,,,,,,,N,34.94,,,
965,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2018-00014,20180628,,03,폐업,02,폐업,20180710,,,,,9.20,210140,강원도 강릉시 송정동 1008-7번지,강원도 강릉시 경강로 2398-10 (송정동),25563,밀크앤허니,20180713132331,I,2018-08-31 23:59:59.0,제과점영업,128.92201928264822,37.76766124450553,제과점영업,1,,기타,기타,상수도전용,,,,,,,,,N,9.2,,,
966,강원도,철원군,제과점영업,07_22_18_P,4300000,4300000-121-2003-00017,20031218,,03,폐업,02,폐업,20071023,,,,,21.78,269701,강원도 철원군 갈말읍 신철원리 640번지  632 639 633-2 4,,,그린베이커리,20031218000000,I,2018-08-31 23:59:59.0,제과점영업,,,제과점영업,1,0,기타,,상수도전용,,,,,,,,,N,21.78,,,
967,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-1979-00002,19791214,,03,폐업,02,폐업,20070730,,,,033 6483339,31.12,210933,강원도 강릉시 옥천동 62-1번지,,,런던베이커리,20020524000000,I,2018-08-31 23:59:59.0,제과점영업,128.89903471150743,37.75244884353569,제과점영업,1,1,기타,,상수도전용,,,,,,,,,N,31.12,,,
968,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-1980-00004,19800304,,03,폐업,02,폐업,20031218,,,,033 6414415,47.20,210080,강원도 강릉시 임당동 175-1번지,,,뉴우미제과,20020913000000,I,2018-08-31 23:59:59.0,제과점영업,128.8911327521234,37.75339549248974,제과점영업,1,1,기타,,,,,,,,,,,N,47.2,,,
969,강원도,철원군,제과점영업,07_22_18_P,4300000,4300000-121-2005-00001,20051121,,03,폐업,02,폐업,20131227,,,,033 4583325,23.04,269841,강원도 철원군 서면 와수리 1135-10번지,강원도 철원군 서면 와수로146번길 8-1,24058,빵굼터,20111130114331,I,2018-08-31 23:59:59.0,제과점영업,127.43639053487328,38.2336230418119,제과점영업,0,0,기타,,상수도전용,,,,,,,,,N,23.04,,,
970,강원도,철원군,제과점영업,07_22_18_P,4300000,4300000-121-2007-00001,20070208,,03,폐업,02,폐업,20071101,,,,033 4555033,56.00,269815,강원도 철원군 동송읍 이평리 704-16번지 (단층),,,(주)라파리쟌느,20070208000000,I,2018-08-31 23:59:59.0,제과점영업,127.22010007801025,38.20340827957027,제과점영업,0,0,기타,,상수도전용,,,,,,,,,N,56,,,
971,강원도,철원군,제과점영업,07_22_18_P,4300000,4300000-121-2008-00001,20080717,,03,폐업,02,폐업,20130326,,,,,56.00,269815,강원도 철원군 동송읍 이평리 704-16번지 굿모닝마트 가동(오른쪽),강원도 철원군 동송읍 이평2로 14,24017,쁘띠랑제,20111130114502,I,2018-08-31 23:59:59.0,제과점영업,127.22010007801025,38.20340827957027,제과점영업,,,,,상수도전용,,,,,,,,,N,56,,,
972,강원도,철원군,제과점영업,07_22_18_P,4300000,4300000-121-2008-00003,20081016,,03,폐업,02,폐업,20090828,,,,033 4552555,74.56,269815,강원도 철원군 동송읍 이평리 854-16번지 (1층),,,마숑베이커리,20081016112626,I,2018-08-31 23:59:59.0,제과점영업,127.21555835526286,38.206641543216534,제과점영업,,,,,,,,,,,,,,N,74.56,,,
973,강원도,철원군,제과점영업,07_22_18_P,4300000,4300000-121-2009-00001,20090908,,03,폐업,02,폐업,20111230,,,,033 4524888,32.58,269802,강원도 철원군 갈말읍 지포리 1번지 SM마트내,강원도 철원군 갈말읍 명성로 187,24037,파리바게뜨,20111130114900,I,2018-08-31 23:59:59.0,제과점영업,127.30640710980424,38.14569979456109,제과점영업,,,,,상수도전용,,,,,,,,,N,32.58,,,
974,강원도,철원군,제과점영업,07_22_18_P,4300000,4300000-121-2010-00001,20100630,,03,폐업,02,폐업,20170702,,,,033 4560620,58.07,269843,강원도 철원군 서면 자등리 744-13번지 제1동,강원도 철원군 서면 자등로 598,24062,궁베이커리,20191220161758,U,2019-12-22 02:40:00.0,제과점영업,127.41263815992542,38.16279673518052,제과점영업,,,,,간이상수도,,,,,,,,,N,58.07,,,
975,강원도,철원군,제과점영업,07_22_18_P,4300000,4300000-121-2018-00001,20180116,,03,폐업,02,폐업,20200115,,,,,,269820,강원도 철원군 철원읍 사요리 158-2번지,,,쌀꽈배기와 친구들,20200115111432,U,2020-01-17 02:40:00.0,푸드트럭,127.20038140522708,38.252265673825654,푸드트럭,,,,,상수도전용,,,,,,,,,N,0,,,
976,강원도,고성군,제과점영업,07_22_18_P,4340000,4340000-121-2013-00002,20130624,,03,폐업,02,폐업,20170918,,,,,3.00,,,강원도 고성군 간성읍 간성로 64-1,24735,GS25 고성간성점,20170918114828,I,2018-08-31 23:59:59.0,제과점영업,128.4672565903373,38.376882798922374,제과점영업,,,,,,,,,,,,,,N,3,,,
977,강원도,고성군,제과점영업,07_22_18_P,4340000,4340000-121-1991-00003,19910513,,03,폐업,02,폐업,20131021,,,,033 635 3800,9.12,219832,강원도 고성군 토성면 원암리 산 1-1번지,강원도 고성군 토성면 미시령옛길 383,,미시령제과점,20111108114145,I,2018-08-31 23:59:59.0,제과점영업,128.43758414678533,38.21220793817644,제과점영업,0,0,,,지하수전용,,,,,,,,,N,9.12,,,
701,강원도,춘천시,제과점영업,07_22_18_P,4180000,4180000-121-2012-00008,20120628,,03,폐업,02,폐업,20130617,,,,,2.00,200937,강원도 춘천시 온의동 6-25번지,강원도 춘천시 방송길 84 (온의동),24364,대연아이티씨(주),20120712203611,I,2018-08-31 23:59:59.0,제과점영업,127.71729450484857,37.86586195719139,제과점영업,,,기타,,,,,,,,,,,N,2,,,
702,강원도,춘천시,제과점영업,07_22_18_P,4180000,4180000-121-2012-00010,20120820,,03,폐업,02,폐업,20160128,,,,,48.15,200956,강원도 춘천시 후평동 79-1번지,강원도 춘천시 후석로326번길 14 (후평동),24302,케익나라,20140304164025,I,2018-08-31 23:59:59.0,제과점영업,127.75065947146652,37.87764088829012,제과점영업,,,기타,,상수도전용,,,,,,,,,N,48.15,,,
703,강원도,원주시,제과점영업,07_22_18_P,4190000,4190000-121-2018-00010,20180906,,03,폐업,02,폐업,20190923,,,,,113.20,220170,강원도 원주시 반곡동 1842-4번지 1층,강원도 원주시 양지뜰3길 6  1층 (반곡동),26461,더브레드,20190923131434,U,2019-09-25 02:40:00.0,제과점영업,127.98100949029777,37.32383616171313,제과점영업,,,주택가주변,자율,상수도전용,,,,,,,,,N,113.2,,,
704,강원도,삼척시,제과점영업,07_22_18_P,4240000,4240000-121-1979-00001,19790512,,03,폐업,02,폐업,20000217,,,,033,,245908,강원도 삼척시 도계읍 전두리 1번지 1통4반,,,태극당,20011024000000,I,2018-08-31 23:59:59.0,제과점영업,129.043138460891,37.234401506631045,제과점영업,0,0,,,,,,,,,,,,N,0,,,
705,강원도,삼척시,제과점영업,07_22_18_P,4240000,4240000-121-1986-00001,19860403,,03,폐업,02,폐업,20030307,,,,033 5416606,33.54,245905,강원도 삼척시 도계읍 도계리 373-1번지 1통12반,,,예지베이커리,20010816000000,I,2018-08-31 23:59:59.0,제과점영업,129.04382754138646,37.233223978690084,제과점영업,0,0,,,,,,,,,,,,N,33.54,,,
706,강원도,철원군,제과점영업,07_22_18_P,4300000,4300000-121-1989-00034,19891010,,03,폐업,02,폐업,20060103,,,,033 4554706,29.30,269815,강원도 철원군 동송읍 이평리 699-1번지,,,빵사랑,20021211000000,I,2018-08-31 23:59:59.0,제과점영업,127.21923257859882,38.201870557174495,제과점영업,0,0,기타,,상수도전용,,,,,,,,,N,29.3,,,
707,강원도,철원군,제과점영업,07_22_18_P,4300000,4300000-121-1990-00032,19900402,,03,폐업,02,폐업,20020222,,,,033 4522753,29.40,269803,강원도 철원군 갈말읍 내대리 00번지 (2/1),,,고려제과,20020307000000,I,2018-08-31 23:59:59.0,제과점영업,,,제과점영업,0,0,기타,,,,,,,,,,,N,29.4,,,
708,강원도,철원군,제과점영업,07_22_18_P,4300000,4300000-121-1995-00019,19911123,,03,폐업,02,폐업,20010623,,,,033 4522387,49.61,269801,강원도 철원군 갈말읍 신철원리 709-1번지,,,뉴욕제과,20011113000000,I,2018-08-31 23:59:59.0,제과점영업,127.30928775593777,38.14256502397858,제과점영업,0,0,기타,,,,,,,,,,,N,49.61,,,
709,강원도,철원군,제과점영업,07_22_18_P,4300000,4300000-121-1992-00032,19920110,,03,폐업,02,폐업,20171226,,,,033 4551061,54.98,269815,강원도 철원군 동송읍 이평리 683-23번지,강원도 철원군 동송읍 금학로 208,24015,뚜레쥬르동송점,20171226132336,I,2018-08-31 23:59:59.0,제과점영업,127.21813374668261,38.20463183428911,제과점영업,0,0,기타,,상수도전용,,,,,,,,,N,54.98,,,
710,강원도,철원군,제과점영업,07_22_18_P,4300000,4300000-121-1993-00020,19931019,,03,폐업,02,폐업,20010330,,,,033 4550140,26.01,269815,강원도 철원군 동송읍 이평리 680-59번지,,,빵굽는마을,20011108000000,I,2018-08-31 23:59:59.0,제과점영업,127.21796815033048,38.20492655795277,제과점영업,0,0,기타,,,,,,,,,,,N,26.01,,,
